name,address,district,phone,website,services,price_range,rating,review_count,lat,lon,source
Akademia Wizerunku L'oreal,"al. Jana Pawła II 43A, 03-352, Warszawa",Wesoła,+48227430120,https://www.yelp.pl/biz/akademia-wizerunku-l-oreal-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Manikiur i pedikiur",,5.0,1,52.2221137,21.2231136,yelp:hair+yelp
Peggy Sage,"al. Jana Pawła II 34, 00-141, Warszawa",Wesoła,+48228262374,https://www.yelp.pl/biz/peggy-sage-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kosmetyki, Masaż, Makijażyści",150–300 PLN,4.0,1,52.218,21.22221,yelp:beautysvc+yelp
Barber Salon Urody,"ul. Stanisława Kostki Potockiego 24 C, 02-958, Warszawa",Wilanów,+48226423563,https://www.yelp.pl/biz/barber-salon-urody-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Depilacja",,0.0,0,52.1672096,21.0861607,yelp:skincare
Bellezza Body Care & Spa,"ul. Oś. krolewska 18 / U10, 02-972, Warszawa",Wilanów,+48228836605,https://www.yelp.pl/biz/bellezza-body-care-a-spa-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry, Depilacja",,0.0,0,52.165222,21.072905,yelp:skincare
Boston Clinic,"ul. Kosiarzy 35, 02-953, Warszawa",Wilanów,+48228858468,https://www.yelp.pl/biz/boston-clinic-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Depilacja laserowa, Spa medyczne",,0.0,0,52.1691704,21.0764999,yelp:skincare
BRODSKI barbershop,"ul. Franciszka Klimczaka 6a, 02-797, Warszawa",Wilanów,+48886666239,https://www.yelp.pl/biz/brodski-barbershop-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Styliści fryzur",,0.0,0,52.1634335,21.0797677,yelp:barbers
Dr Irena Eris Kosmetyczne Instytuty,"ul. Franciszka Klimczaka 1, 02-797, Warszawa",Wilanów,+48226518293,https://www.yelp.pl/biz/dr-irena-eris-kosmetyczne-instytuty-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Kosmetyki, Masaż",,4.0,1,52.163736,21.082623,yelp:skincare
Faces,"oś. Królewska 18B / U6, 02-972, Warszawa",Wilanów,+48222992826,https://www.yelp.pl/biz/faces-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Makijażyści, Fryzjer, Manikiur i pedikiur",,5.0,1,52.16651,21.072113,yelp:hair+yelp
Pracownia makijażu,"ul. Iwonicka 38, 02-924, Warszawa",Wilanów,+48607070022,https://www.yelp.pl/biz/pracownia-makija%C5%BCu-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Makijażyści,,5.0,1,52.1776814,21.062254,yelp:makeupartists
Przedsiębiorstwo Wielobranżowe Beata Beata Szafarowicz,"Sobieskiego 22, 02-930, Warszawa",Wilanów,+48226519310,https://www.yelp.pl/biz/przedsi%C4%99biorstwo-wielobran%C5%BCowe-beata-beata-szafarowicz-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Zdrowie i medycyna",,0.0,0,52.1760406,21.0624008,yelp:barbers
Salon Urody Frida,"ul. Syta 120, Warszawa",Wilanów,+48501309432,https://www.yelp.pl/biz/salon-urody-frida-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Solarium, Pielęgnacja skóry",50–150 PLN,0.0,0,52.1711939959551,21.1070804452758,yelp:skincare
Vanilla Body & Hair,"ul. Branickiego 12 / 2, 02-972, Warszawa",Wilanów,+48223026582,https://www.yelp.pl/biz/vanilla-body-a-hair-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Makijażyści, Manikiur i pedikiur",50–150 PLN,0.0,0,52.1574516,21.0776005,yelp:makeupartists
Wytwórnia Piękna,"al. Wilanowska 39, 02-765, Warszawa",Wilanów,+48600600743,https://www.yelp.pl/biz/wytw%C3%B3rnia-pi%C4%99kna-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry, Fryzjer",,0.0,0,52.1710228471447,21.0613498810395,yelp:skincare
22 Studio 22,"Aleja Jana Pawła II 45A, 01-001, Warszawa",Wola,+48226360363,https://www.yelp.pl/biz/22-studio-22-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,1.0,1,52.2440414,20.9911003,yelp:hair
Atelier Fryzjerskie Trendy Line,"ul.Ogrodowa 50A / 1, 00-896, Warszawa",Wola,+48226240078,https://www.yelp.pl/biz/atelier-fryzjerskie-trendy-line-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Kosmetyki",50–150 PLN,2.5,2,52.2378197,20.9850597,yelp:hair
BioOrganika,"ul. Nowolipki 15, Warszawa",Wola,+48693771775,https://www.yelp.pl/biz/bioorganika-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Drogerie, Kosmetyki",do 50 PLN,4.0,1,52.2451897,20.9934292,yelp:beautysvc
Black & White Studio Urody,"ul. Hrubieszowska 2, 01-209, Warszawa",Wola,+48797067788,https://www.yelp.pl/biz/black-a-white-studio-urody-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Manikiur i pedikiur",50–150 PLN,4.0,1,52.2302207937466,20.9799654972269,yelp:skincare
Bob & Twister,"ul. Pańska 96 / 206A, 00-837, Warszawa",Wola,+48501641573,https://www.yelp.pl/biz/bob-a-twister-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",,0.0,0,52.231231,20.989934,yelp:hair
D&M Stawscy,"aleja Jana Pawła II 61 / 216, Warszawa",Wola,+48228385085,https://www.yelp.pl/biz/d-a-m-stawscy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,3.0,1,52.2482457316024,20.9875345230103,yelp:hair
Eco Beauty Salon,"ul. Ordona 12D / 2U, 01-237, Warszawa",Wola,+48508814460,https://www.yelp.pl/biz/eco-beauty-salon-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Przedłużanie rzęs, Depilacja",,0.0,0,52.22333,20.95261,yelp:skincare
Emma Salon Kosmetyczny,"ul. Okopowa 29b, 01-059, Warszawa",Wola,+48223578360,https://www.yelp.pl/biz/emma-salon-kosmetyczny-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Makijażyści, Manikiur i pedikiur",,3.0,1,52.2409096,20.97715,yelp:makeupartists
Estetimed,"ul. Ogrodowa 7, 00-893, Warszawa",Wola,+48698549219,https://www.yelp.pl/biz/estetimed-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Centra leczenia łysienia, Pielęgnacja skóry",,0.0,0,52.23959,20.99198,yelp:skincare
Filtrów,"ul. Smocza 21, 01-051, Warszawa",Wola,+48504264727,https://www.yelp.pl/biz/filtr%C3%B3w-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2478905,20.9835091,yelp:skincare
Fryzjer Męski,"ul. Żytnia 32, 01-191, Warszawa",Wola,+48224244340,https://www.yelp.pl/biz/fryzjer-m%C4%99ski-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2396088,20.9771004,yelp:barbers
Fryzjernia Warszawska,"ul. Ogrodowa 67, 00-932, Warszawa",Wola,+48512122232,https://www.yelp.pl/biz/fryzjernia-warszawska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,5.0,1,52.2369372004859,20.9817801788449,yelp:hair
Hairmate,"ul. Kolejowa 47 / U20, 01-210, Warszawa",Wola,+48570575685,https://www.yelp.pl/biz/hairmate-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,150–300 PLN,5.0,1,52.2261972152503,20.9831658578523,yelp:hair+yelp
Healthy Beauty,"ul. Gostyńska 41, 01-165, Warszawa",Wola,+48731677790,https://www.yelp.pl/biz/healthy-beauty-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Manikiur i pedikiur, Masaż",,0.0,0,52.2438070866778,20.965692,yelp:skincare
Healthy Joy,"Aleja Jana Pawła II 45a, Warszawa",Wola,+48228388383,https://www.yelp.pl/biz/healthy-joy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Uroda i salony Spa,,0.0,0,52.2440414,20.9911003,yelp:beautysvc
Indigo Fusion,"ul. Żelazna 67 / 35, 00-871, Warszawa",Wola,+48884616116,https://www.yelp.pl/biz/indigo-fusion-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Spa medyczne, Makijaż permanentny",50–150 PLN,0.0,0,52.23533,20.99016,yelp:beautysvc+yelp
J'adore Instytut,"ul. Żelazna 59, 00-848, Warszawa",Wola,+48531265868,https://www.yelp.pl/biz/jadore-instytut-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Masaż, Fryzjer",,0.0,0,52.23359,20.99116,yelp:hair+yelp
Kraina Pierogów,"al. Jana Pawła II 61 / 210, 01-031, Warszawa",Wola,+48223085785,https://www.yelp.pl/biz/kraina-pierog%C3%B3w-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pierogi,do 50 PLN,4.8,13,52.2478866577148,20.9878196716309,yelp:nailedsalons
Melissa Gabinet Kosmetyczny,"ul. Szlenkierów 1/U12, 01-181, Warszawa",Wola,+48515050977,https://www.yelp.pl/biz/melissa-gabinet-kosmetyczny-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Masaż, Manikiur i pedikiur",50–150 PLN,5.0,1,52.237657715015,20.9696799538237,yelp:skincare
Miodek Hair House,"CH Klif, 01-042, Warszawa",Wola,+48225314612,https://www.yelp.pl/biz/miodek-hair-house-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,4.0,1,52.2467006377464,20.9791653603315,yelp:hair
Muzeum Powstania Warszawskiego,"ul. Grzybowska 79, 00-844, Warszawa",Wola,+48225397906,https://www.yelp.pl/biz/muzeum-powstania-warszawskiego-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Muzea,,4.4,72,52.232323,20.981154,yelp:nailedsalons
Notino,"ul. Prosta 51, 00-838, Warszawa",Wola,+48222081942,https://www.yelp.pl/biz/notino-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,do 50 PLN,4.3,4,52.2307976399428,20.987512730062,yelp:beautysvc
Oberża Pod Czerwonym Wieprzem,"ul. Żelazna 68, 00-866, Warszawa",Wola,+48228503144,https://www.yelp.pl/biz/ober%C5%BCa-pod-czerwonym-wieprzem-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,150–300 PLN,4.1,44,52.2369614,20.9896698,yelp:nailedsalons
Orchidea,"ul. Ogrodowa 32, 00-896, Warszawa",Wola,+48603575658,https://www.yelp.pl/biz/orchidea-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,1.0,1,52.2389908,20.9888496,yelp:hair
Salon Fryzjerski Comtesse,"ul. Karolkowa 17/19, 01-207, Warszawa",Wola,+48224253050,https://www.yelp.pl/biz/salon-fryzjerski-comtesse-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Balwierz",do 50 PLN,1.0,1,52.2314453,20.9774742,yelp:hair+yelp
Salon Fryzjerski Freestyle Renata Szczepanik,"Esperanto 12, 01-049, Warszawa",Wola,+48226364407,https://www.yelp.pl/biz/salon-fryzjerski-freestyle-renata-szczepanik-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Uroda i salony Spa,,0.0,0,52.2455902,20.9805908,yelp:beautysvc
Salon Kosmetyczny Elegante,"ul. Juliusza Ordona 12, 01-237, Warszawa",Wola,+48222113268,https://www.yelp.pl/biz/salon-kosmetyczny-elegante-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Przedłużanie rzęs, Manikiur i pedikiur",50–150 PLN,5.0,3,52.2251205,20.9522591,yelp:hair+yelp
SaloniQ,"al. Jana Pawła II 64, 00-170, Warszawa",Wola,+48226361175,https://www.yelp.pl/biz/saloniq-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.247037,20.989786,yelp:skincare
Spearside,"Hotel Hilton, 00-844, Warszawa",Wola,+48224680808,https://www.yelp.pl/biz/spearside-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Spa, Masaż",,0.0,0,52.2328338603782,20.9848119632807,yelp:barbers
Stile di Vita,"ul. Leszno 8, 01-192, Warszawa",Wola,+48666234344,https://www.yelp.pl/biz/stile-di-vita-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,4.5,2,52.2388191,20.9828091,yelp:hair+yelp
Studio Image Dominika Ilona Sarnecka,"ul. Monte Cassino 13 / 14, 01-121, Warszawa",Wola,+48228375369,https://www.yelp.pl/biz/studio-image-dominika-ilona-sarnecka-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer",,0.0,0,52.2372894,20.9443398,yelp:skincare
Studio Image Fryzjersko-kosmetyczne,"ul. Monte cassino 13 / 4, 01-121, Warszawa",Wola,+48228375369,https://www.yelp.pl/biz/studio-image-fryzjersko-kosmetyczne-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Balwierz, Pielęgnacja skóry",,0.0,0,52.2371062,20.944513,yelp:barbers+yelp
Studio Urody Euforia,"ul. Wolność 7 lok. G, 01-018, Warszawa",Wola,+48798984795,https://www.yelp.pl/biz/studio-urody-euforia-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Spa",,0.0,0,52.2409379299689,20.980258025229,yelp:skincare
Syndicate Tattoo Studio,"ul. Kasprzaka 7 / U2, 01-211, Warszawa",Wola,+48731871066,https://www.yelp.pl/biz/syndicate-tattoo-studio-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Tatuaż,,5.0,1,52.22877,20.97512,yelp:beautysvc
Tapas Gastrobar,"ul. Grzybowska 63, 00-844, Warszawa",Wola,+48222511310,https://www.yelp.pl/biz/tapas-gastrobar-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Tapas, Hiszpańska",50–150 PLN,4.1,36,52.2338933,20.9862637,yelp:nailedsalons
ThaiSun,"ul. Łucka 20/1402, 00-845, Warszawa",Wola,+48228705060,https://www.yelp.pl/biz/thaisun-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry",50–150 PLN,4.7,3,52.23246,20.9866199,yelp:beautysvc+yelp
The Pedicure Spa,"ul. Chłodna 48 / U4, 00-872, Warszawa",Wola,+48224093085,https://www.yelp.pl/biz/the-pedicure-spa-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Spa, Manikiur i pedikiur, Fryzjer",,4.0,1,52.2366201817645,20.9848979115486,yelp:hair+yelp
Totu Salon,"ul. Pańska 99, 00-834, Warszawa",Wola,+48607218031,https://www.yelp.pl/biz/totu-salon-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,0.0,0,52.2303213159261,20.9878460264991,yelp:hair
Touch of Beauty Karolina Pindelska,"ul. Jana Kazimierza 7 / 1, 01-248, Warszawa",Wola,+48695600699,https://www.yelp.pl/biz/touch-of-beauty-karolina-pindelska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer, Manikiur i pedikiur",,0.0,0,52.2257881,20.9489937,yelp:skincare
Trocadero,"ul. Erazma Ciołka 20, 01-426, Warszawa",Wola,+48226914670,https://www.yelp.pl/biz/trocadero-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.243969,20.9444103,yelp:skincare
U Madziara,"ul. Chłodna 2/18, 00-891, Warszawa",Wola,+48226201423,https://www.yelp.pl/biz/u-madziara-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Węgierska,50–150 PLN,4.0,21,52.2380486,20.9910107,yelp:nailedsalons
Wax & Nail Bar,"ul. Pańska 96 / 208, 00-827, Warszawa",Wola,+48515177176,https://www.yelp.pl/biz/wax-a-nail-bar-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Manikiur i pedikiur, Depilacja",,4.0,1,52.2312214363557,20.9899980645648,yelp:beautysvc
Yo!Zen,"ul. Jana Pawła II 61 / 205, 01-031, Warszawa",Wola,+48600700293,https://www.yelp.pl/biz/yo-zen-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry",50–150 PLN,4.0,2,52.24828,20.98752,yelp:skincare
Zen Thai Spa  - Masaż Tajski,"ul. Sokołowska 7, 01-142, Warszawa",Wola,+48666185117,https://www.yelp.pl/biz/zen-thai-spa-masa%C5%BC-tajski-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Spa",,5.0,1,52.23405,20.95989,yelp:beautysvc
Avon Operations Polska,"ul. Słowicza 32, 02-170, Warszawa",Włochy,+48228782700,https://www.yelp.pl/biz/avon-operations-polska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.1883812,20.9616909,yelp:skincare
Beauty Code,"ul. Włodarzewska 87A / 20, 02-393, Warszawa",Włochy,+48605533256,https://www.yelp.pl/biz/beauty-code-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Spa, Pielęgnacja skóry",,0.0,0,52.2026482,20.9471092,yelp:skincare
Gabinet Kosmetologii A&M,"ul.Jana Kazimierza 57 / U8, 01-267, Warszawa",Włochy,+48518215419,https://www.yelp.pl/biz/gabinet-kosmetologii-a-a-m-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Przedłużanie rzęs, Pielęgnacja skóry",,0.0,0,52.22115,20.9303,yelp:skincare
Krzysztof Stanicki Studio Fryzur,"ul. Potrzebna 1, 02-448, Warszawa",Włochy,+48530556036,https://www.yelp.pl/biz/krzysztof-stanicki-studio-fryzur-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Fryzjer",,0.0,0,52.207119,20.9163208,yelp:barbers
Naturell - Mobilne Studio Kosmetyczne,"05-090, Raszyn",Włochy,+48512055500,https://www.yelp.pl/biz/naturell-mobilne-studio-kosmetyczne-raszyn?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.129711151123,20.9139881134033,yelp:skincare
Planeta Urody  Monika Anna Kurasz,"ul. Popularna 54, 02-473, Warszawa",Włochy,+48226624734,https://www.yelp.pl/biz/planeta-urody-monika-anna-kurasz-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Spa medyczne, Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.2031517,20.9268894,yelp:skincare
15-115 Salon Kosmetyczny,"Al. Jerozolimskie 11/19, 00-508, Warszawa",Śródmieście,+48224680868,https://www.yelp.pl/biz/15-115-salon-kosmetyczny-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,150–300 PLN,3.0,2,52.2307606,21.0173859,yelp:beautysvc+yelp
